year,week,zone,spp,pools_L,pools_G,n_pools,pos_pools_L,pos_pools_G,n_pos_pools,mosq_L,mosq_G,mosq,trap_L,abund,pir,pir_lci,pir_uci,vi,vi_lci,vi_uci
2015,31,SW,All,19,2,21,0,1,1,345,51,396,18,38.33,0.0019,0.0001,0.0196,0.0714,0.0037,0.7522
2015,31,FC,Pipiens,46,19,65,2,3,5,480,692,1172,49,9.8,0.0046,0.0017,0.0103,0.0451,0.0167,0.1009
2015,31,FC,Tarsalis,94,5,99,11,0,11,3321,6,3327,49,67.78,0.0035,0.0019,0.0062,0.2372,0.1288,0.4202
2015,31,FC,All,140,24,164,13,3,16,3801,698,4499,98,77.58,0.0036,0.0019,0.0067,0.2823,0.1455,0.5211
2015,31,LV,Pipiens,5,0,5,0,0,0,15,0,15,6,2.5,0.0000,0.0000,0.1689,0,0,0.4222
2015,31,LV,Tarsalis,12,0,12,3,0,3,499,0,499,6,83.17,0.0065,0.0018,0.0177,0.5406,0.1497,1.4721
2015,31,LV,All,17,0,17,3,0,3,514,0,514,12,85.67,0.0063,0.0017,0.0221,0.5406,0.1497,1.8943
2015,32,NW,Pipiens,9,4,13,0,0,0,102,136,238,9,11.33,0.0000,0.0000,0.0128,0,0,0.145
2015,32,NW,Tarsalis,12,0,12,1,0,1,279,0,279,9,31,0.0037,0.0002,0.0188,0.1147,0.0062,0.5828
2015,32,NW,All,21,4,25,1,0,1,381,136,517,18,42.33,0.0027,0.0001,0.0172,0.1147,0.0062,0.7278
2015,32,NE,Pipiens,10,5,15,1,1,2,114,127,241,10,11.4,0.0089,0.0016,0.0299,0.1015,0.0182,0.3409
2015,32,NE,Tarsalis,15,1,16,1,0,1,569,3,572,10,56.9,0.0018,0.0001,0.0087,0.1024,0.0057,0.495
2015,32,NE,All,25,6,31,2,1,3,683,130,813,20,68.3,0.0030,0.0003,0.0122,0.2039,0.0239,0.8359
2015,32,SE,Pipiens,13,4,17,1,2,3,146,172,318,15,9.73,0.0104,0.0028,0.0285,0.1012,0.0272,0.2773
2015,32,SE,Tarsalis,16,0,16,0,0,0,340,0,340,15,22.67,0.0000,0.0000,0.0097,0,0,0.2199
2015,32,SE,All,29,4,33,1,2,3,486,172,658,30,32.4,0.0031,0.0008,0.0153,0.1012,0.0272,0.4972
2015,32,SW,Pipiens,3,0,3,0,0,0,7,0,7,9,0.78,0.0000,0.0000,0.2800,0,0,0.2184
2015,32,SW,Tarsalis,3,0,3,0,0,0,31,0,31,9,3.44,0.0000,0.0000,0.0665,0,0,0.2288
2015,32,SW,All,6,0,6,0,0,0,38,0,38,18,4.22,0.0000,0.0000,0.1060,0,0,0.4472
2015,32,FC,Pipiens,41,13,54,2,3,5,391,435,826,49,7.98,0.0065,0.0024,0.0144,0.0519,0.0192,0.1149
2015,32,FC,Tarsalis,54,1,55,2,0,2,1453,3,1456,49,29.65,0.0014,0.0003,0.0046,0.0415,0.0089,0.1364
2015,32,FC,All,95,14,109,4,3,7,1844,438,2282,98,37.63,0.0025,0.0007,0.0067,0.0934,0.0281,0.2513
2015,32,LV,Pipiens,6,0,6,0,0,0,22,0,22,6,3.67,0.0000,0.0000,0.1128,0,0,0.414
2015,32,LV,Tarsalis,8,0,8,0,0,0,234,0,234,6,39,0.0000,0.0000,0.0126,0,0,0.4914
2015,32,LV,All,14,0,14,0,0,0,256,0,256,12,42.67,0.0000,0.0000,0.0212,0,0,0.9054
2015,33,NW,Pipiens,5,1,6,0,1,1,42,11,53,9,4.67,0.0175,0.0012,0.0814,0.0817,0.0056,0.3801
2015,33,NW,Tarsalis,7,0,7,0,0,0,30,0,30,9,3.33,0.0000,0.0000,0.0790,0,0,0.2631
2015,33,NW,All,12,1,13,0,1,1,72,11,83,18,8,0.0102,0.0007,0.0804,0.0817,0.0056,0.6432
2015,33,NE,Pipiens,10,9,19,1,3,4,141,348,489,10,14.1,0.0098,0.0032,0.0247,0.1382,0.0451,0.3483
2015,33,NE,Tarsalis,10,1,11,0,0,0,127,1,128,10,12.7,0.0000,0.0000,0.0241,0,0,0.3061
2015,33,NE,All,20,10,30,1,3,4,268,349,617,20,26.8,0.0052,0.0017,0.0244,0.1382,0.0451,0.6544
2015,33,SE,Pipiens,15,8,23,1,5,6,111,292,403,15,7.4,0.0207,0.0084,0.0461,0.1532,0.0622,0.3411
2015,33,SE,Tarsalis,16,0,16,0,0,0,132,0,132,15,8.8,0.0000,0.0000,0.0231,0,0,0.2033
2015,33,SE,All,31,8,39,1,5,6,243,292,535,30,16.2,0.0095,0.0038,0.0336,0.1532,0.0622,0.5444
2015,33,SW,Pipiens,5,1,6,0,0,0,24,35,59,9,2.67,0.0000,0.0000,0.0393,0,0,0.1049
2015,33,SW,Tarsalis,10,0,10,0,0,0,24,0,24,9,2.67,0.0000,0.0000,0.1193,0,0,0.3185
2015,33,SW,All,15,1,16,0,0,0,48,35,83,18,5.34,0.0000,0.0000,0.0793,0,0,0.4234
2015,33,FC,Pipiens,39,19,58,2,9,11,341,686,1027,49,6.96,0.0135,0.0071,0.0241,0.094,0.0494,0.1677
2015,33,FC,Tarsalis,49,1,50,0,0,0,389,1,390,49,7.94,0.0000,0.0000,0.0090,0,0,0.0715
2015,33,FC,All,88,20,108,2,9,11,730,687,1417,98,14.9,0.0063,0.0033,0.0161,0.094,0.0494,0.2392
2015,33,LV,Pipiens,4,0,4,0,0,0,23,0,23,6,3.83,0.0000,0.0000,0.0987,0,0,0.378
2015,33,LV,Tarsalis,6,0,6,0,0,0,76,0,76,6,12.67,0.0000,0.0000,0.0328,0,0,0.4156
2015,33,LV,All,10,0,10,0,0,0,99,0,99,12,16.5,0.0000,0.0000,0.0481,0,0,0.7936
2015,34,NW,Pipiens,9,11,20,0,7,7,53,485,538,9,5.89,0.0180,0.0081,0.0377,0.106,0.0477,0.2221
2015,34,NW,Tarsalis,9,1,10,0,0,0,95,1,96,9,10.56,0.0000,0.0000,0.0300,0,0,0.3168
2015,34,NW,All,18,12,30,0,7,7,148,486,634,18,16.45,0.0064,0.0029,0.0328,0.106,0.0477,0.5389
2015,34,NE,Pipiens,10,5,15,1,2,3,101,134,235,10,10.1,0.0159,0.0042,0.0469,0.1606,0.0424,0.4737
2015,34,NE,Tarsalis,9,0,9,0,0,0,72,0,72,10,7.2,0.0000,0.0000,0.0405,0,0,0.2916
2015,34,NE,All,19,5,24,1,2,3,173,134,307,20,17.3,0.0093,0.0025,0.0442,0.1606,0.0424,0.7653
2015,34,SE,Pipiens,16,14,30,1,9,10,189,685,874,15,12.6,0.0158,0.0080,0.0293,0.1991,0.1008,0.3692
2015,34,SE,Tarsalis,15,2,17,1,0,1,162,2,164,15,10.8,0.0061,0.0004,0.0295,0.0659,0.0043,0.3186
2015,34,SE,All,31,16,47,2,9,11,351,687,1038,30,23.4,0.0113,0.0045,0.0294,0.265,0.1051,0.6878
2015,34,SW,Pipiens,7,2,9,0,2,2,33,87,120,9,3.67,0.0236,0.0040,0.1043,0.0866,0.0147,0.3828
2015,34,SW,Tarsalis,12,0,12,0,0,0,79,0,79,9,8.78,0.0000,0.0000,0.0381,0,0,0.3345
2015,34,SW,All,19,2,21,0,2,2,112,87,199,18,12.45,0.0070,0.0012,0.0576,0.0866,0.0147,0.7173
2015,34,FC,Pipiens,48,32,80,2,20,22,413,1391,1804,49,8.43,0.0172,0.0110,0.0262,0.145,0.0927,0.2209
2015,34,FC,Tarsalis,51,3,54,1,0,1,554,3,557,49,11.31,0.0018,0.0001,0.0086,0.0204,0.0011,0.0973
2015,34,FC,All,99,35,134,3,20,23,967,1394,2361,98,19.74,0.0084,0.0048,0.0161,0.1654,0.0938,0.3182
2015,34,LV,Pipiens,6,0,6,0,0,0,37,0,37,6,6.17,0.0000,0.0000,0.0691,0,0,0.4263
2015,34,LV,Tarsalis,6,0,6,0,0,0,146,0,146,6,24.33,0.0000,0.0000,0.0182,0,0,0.4428
2015,34,LV,All,12,0,12,0,0,0,183,0,183,12,30.5,0.0000,0.0000,0.0285,0,0,0.8691
2015,35,NW,Pipiens,8,4,12,1,3,4,26,130,156,9,2.89,0.0460,0.0146,0.1522,0.1329,0.0422,0.4399
2015,35,NW,Tarsalis,5,0,5,0,0,0,22,0,22,9,2.44,0.0000,0.0000,0.1117,0,0,0.2725
2015,35,NW,All,13,4,17,1,3,4,48,130,178,18,5.33,0.0249,0.0079,0.1337,0.1329,0.0422,0.7124
2015,35,NE,Pipiens,9,8,17,1,5,6,141,257,398,10,14.1,0.0210,0.0086,0.0467,0.2961,0.1213,0.6585
2015,35,NE,Tarsalis,10,0,10,1,0,1,113,0,113,10,11.3,0.0086,0.0005,0.0407,0.0972,0.0057,0.4599
2015,35,NE,All,19,8,27,2,5,7,254,257,511,20,25.4,0.0155,0.0050,0.0440,0.3933,0.127,1.1184
2015,35,SE,Pipiens,16,8,24,2,5,7,187,271,458,15,12.47,0.0218,0.0095,0.0462,0.2718,0.1185,0.5761
2015,35,SE,Tarsalis,15,0,15,2,0,2,72,0,72,15,4.8,0.0291,0.0053,0.0940,0.1397,0.0254,0.4512
2015,35,SE,All,31,8,39,4,5,9,259,271,530,30,17.27,0.0238,0.0083,0.0595,0.4115,0.1439,1.0273
2015,35,SW,Pipiens,6,3,9,0,2,2,11,149,160,9,1.22,0.0158,0.0029,0.0623,0.0193,0.0035,0.076
2015,35,SW,Tarsalis,8,0,8,0,0,0,45,0,45,9,5,0.0000,0.0000,0.0495,0,0,0.2475
2015,35,SW,All,14,3,17,0,2,2,56,149,205,18,6.22,0.0031,0.0006,0.0520,0.0193,0.0035,0.3235
2015,35,FC,Pipiens,41,23,64,4,15,19,369,807,1176,49,7.53,0.0245,0.0151,0.0391,0.1845,0.1137,0.2944
2015,35,FC,Tarsalis,45,0,45,5,0,5,370,0,370,49,7.55,0.0147,0.0056,0.0323,0.111,0.0423,0.2439
2015,35,FC,All,86,23,109,9,15,24,739,807,1546,98,15.08,0.0196,0.0103,0.0357,0.2955,0.156,0.5383
2015,35,LV,Pipiens,2,0,2,0,0,0,4,0,4,6,0.67,0.0000,0.0000,0.3918,0,0,0.2625
2015,35,LV,Tarsalis,7,0,7,2,0,2,118,0,118,6,19.67,0.0193,0.0039,0.0669,0.3796,0.0767,1.3159
2015,35,LV,All,9,0,9,2,0,2,122,0,122,12,20.34,0.0187,0.0038,0.0776,0.3796,0.0767,1.5784
2015,37,NW,Pipiens,5,2,7,0,0,0,18,17,35,9,2,0.0000,0.0000,0.0795,0,0,0.159
2015,37,NW,Tarsalis,6,0,6,0,0,0,12,0,12,9,1.33,0.0000,0.0000,0.2132,0,0,0.2836
2015,37,NW,All,11,2,13,0,0,0,30,17,47,18,3.33,0.0000,0.0000,0.1329,0,0,0.4426
2015,37,NE,Pipiens,9,4,13,1,0,1,92,102,194,10,9.2,0.0055,0.0003,0.0289,0.0506,0.0028,0.2659
2015,37,NE,Tarsalis,8,1,9,0,0,0,16,1,17,10,1.6,0.0000,0.0000,0.1595,0,0,0.2552
2015,37,NE,All,17,5,22,1,0,1,108,103,211,20,10.8,0.0047,0.0003,0.0483,0.0506,0.0028,0.5211
2015,37,SE,Pipiens,11,4,15,0,1,1,108,152,260,15,7.2,0.0038,0.0002,0.0183,0.0274,0.0014,0.1318
2015,37,SE,Tarsalis,3,0,3,0,0,0,4,0,4,15,0.27,0.0000,0.0000,0.4507,0,0,0.1217
2015,37,SE,All,14,4,18,0,1,1,112,152,264,30,7.47,0.0037,0.0002,0.0339,0.0274,0.0014,0.2535
2015,37,SW,Pipiens,0,1,1,0,0,0,0,5,5,9,0,0.0000,0.0000,0.2705,0,0,0
2015,37,SW,Tarsalis,3,0,3,0,0,0,8,0,8,9,0.89,0.0000,0.0000,0.2527,0,0,0.2249
2015,37,SW,All,3,1,4,0,0,0,8,5,13,18,0.89,0.0000,0.0000,0.2527,0,0,0.2249
2015,37,FC,Pipiens,25,11,36,1,1,2,218,276,494,43,5.07,0.0042,0.0008,0.0141,0.0213,0.0041,0.0715
2015,37,FC,Tarsalis,20,1,21,0,0,0,40,1,41,43,0.93,0.0000,0.0000,0.0802,0,0,0.0746
2015,37,FC,All,45,12,57,1,1,2,258,277,535,86,6,0.0036,0.0007,0.0244,0.0213,0.0041,0.1461
2016,24,NW,Pipiens,4,1,5,0,0,0,7,1,8,9,0.78,0.0000,0.0000,0.2875,0,0,0.2242
2016,24,NW,Tarsalis,1,0,1,0,0,0,3,0,3,9,0.33,0.0000,0.0000,0.4089,0,0,0.1349
2016,24,NW,All,5,1,6,0,0,0,10,1,11,18,1.11,0.0000,0.0000,0.3235,0,0,0.3591
2016,24,NE,Pipiens,4,4,8,0,0,0,4,31,35,10,0.4,0.0000,0.0000,0.0705,0,0,0.0282
2016,24,NE,Tarsalis,8,1,9,0,0,0,15,1,16,10,1.5,0.0000,0.0000,0.1696,0,0,0.2544
2016,24,NE,All,12,5,17,0,0,0,19,32,51,20,1.9,0.0000,0.0000,0.1487,0,0,0.2826
2016,24,SE,Pipiens,5,2,7,0,0,0,8,29,37,15,0.53,0.0000,0.0000,0.0590,0,0,0.0313
2016,24,SE,Tarsalis,8,0,8,0,0,0,19,0,19,15,1.27,0.0000,0.0000,0.1448,0,0,0.1839
2016,24,SE,All,13,2,15,0,0,0,27,29,56,30,1.8,0.0000,0.0000,0.1196,0,0,0.2152
2016,24,SW,Pipiens,2,1,3,0,0,0,2,9,11,9,0.22,0.0000,0.0000,0.1608,0,0,0.0354
2016,24,SW,Tarsalis,1,0,1,0,0,0,2,0,2,9,0.22,0.0000,0.0000,0.5455,0,0,0.12
2016,24,SW,All,3,1,4,0,0,0,4,9,13,18,0.44,0.0000,0.0000,0.3532,0,0,0.1554
2016,24,FC,Pipiens,16,8,24,0,0,0,25,70,95,49,0.51,0.0000,0.0000,0.0326,0,0,0.0166
2016,24,FC,Tarsalis,24,1,25,0,0,0,82,1,83,49,1.67,0.0000,0.0000,0.0390,0,0,0.0651
2016,24,FC,All,40,9,49,0,0,0,107,71,178,98,2.18,0.0000,0.0000,0.0375,0,0,0.0817
2016,24,LV,Pipiens,1,0,1,0,0,0,4,0,4,6,0.67,0.0000,0.0000,0.3259,0,0,0.2184
2016,24,LV,Tarsalis,6,0,6,0,0,0,43,0,43,6,7.17,0.0000,0.0000,0.0591,0,0,0.4237
2016,24,LV,All,7,0,7,0,0,0,47,0,47,12,7.84,0.0000,0.0000,0.0819,0,0,0.6421
2016,25,NW,Pipiens,5,2,7,0,0,0,8,13,21,9,0.89,0.0000,0.0000,0.1226,0,0,0.1091
2016,25,NW,Tarsalis,7,1,8,0,0,0,17,1,18,9,1.89,0.0000,0.0000,0.1480,0,0,0.2797
2016,25,NW,All,12,3,15,0,0,0,25,14,39,18,2.78,0.0000,0.0000,0.1399,0,0,0.3888
2016,25,NE,Pipiens,7,4,11,0,0,0,32,48,80,10,3.2,0.0000,0.0000,0.0385,0,0,0.1232
2016,25,NE,Tarsalis,8,0,8,0,0,0,98,0,98,10,9.8,0.0000,0.0000,0.0287,0,0,0.2813
2016,25,NE,All,15,4,19,0,0,0,130,48,178,20,13,0.0000,0.0000,0.0311,0,0,0.4045
2016,25,SE,Pipiens,5,3,8,0,0,0,10,51,61,15,0.67,0.0000,0.0000,0.0395,0,0,0.0265
2016,25,SE,Tarsalis,11,0,11,0,0,0,128,0,128,15,8.53,0.0000,0.0000,0.0224,0,0,0.1911
2016,25,SE,All,16,3,19,0,0,0,138,51,189,30,9.2,0.0000,0.0000,0.0237,0,0,0.2176
2016,25,SW,Pipiens,3,1,4,0,0,0,5,23,28,9,0.56,0.0000,0.0000,0.0667,0,0,0.0374
2016,25,SW,Tarsalis,4,0,4,0,0,0,20,0,20,9,2.22,0.0000,0.0000,0.1109,0,0,0.2462
2016,25,SW,All,7,1,8,0,0,0,25,23,48,18,2.78,0.0000,0.0000,0.1020,0,0,0.2836
2016,25,FC,Pipiens,21,10,31,0,0,0,57,135,192,49,1.16,0.0000,0.0000,0.0174,0,0,0.0202
2016,25,FC,Tarsalis,40,1,41,0,0,0,579,1,580,49,11.82,0.0000,0.0000,0.0060,0,0,0.0709
2016,25,FC,All,61,11,72,0,0,0,636,136,772,98,12.98,0.0000,0.0000,0.0070,0,0,0.0911
2016,25,LV,Pipiens,1,0,1,0,0,0,2,0,2,6,0.33,0.0000,0.0000,0.5455,0,0,0.18
2016,25,LV,Tarsalis,10,0,10,0,0,0,316,0,316,6,52.67,0.0000,0.0000,0.0098,0,0,0.5162
2016,25,LV,All,11,0,11,0,0,0,318,0,318,12,53,0.0000,0.0000,0.0131,0,0,0.6962
2016,26,NW,Pipiens,6,2,8,0,0,0,22,16,38,9,2.44,0.0000,0.0000,0.0736,0,0,0.1796
2016,26,NW,Tarsalis,9,0,9,0,0,0,38,0,38,9,4.22,0.0000,0.0000,0.0705,0,0,0.2975
2016,26,NW,All,15,2,17,0,0,0,60,16,76,18,6.66,0.0000,0.0000,0.0716,0,0,0.4771
2016,26,NE,Pipiens,7,5,12,0,0,0,53,122,175,10,5.3,0.0000,0.0000,0.0176,0,0,0.0933
2016,26,NE,Tarsalis,12,1,13,0,0,0,145,1,146,10,14.5,0.0000,0.0000,0.0201,0,0,0.2914
2016,26,NE,All,19,6,25,0,0,0,198,123,321,20,19.8,0.0000,0.0000,0.0194,0,0,0.3847
2016,26,SE,Pipiens,8,3,11,0,0,0,39,100,139,15,2.6,0.0000,0.0000,0.0200,0,0,0.052
2016,26,SE,Tarsalis,18,1,19,0,0,0,367,1,368,15,24.47,0.0000,0.0000,0.0087,0,0,0.2129
2016,26,SE,All,26,4,30,0,0,0,406,101,507,30,27.07,0.0000,0.0000,0.0098,0,0,0.2649
2016,26,SW,Pipiens,4,1,5,0,0,0,11,16,27,9,1.22,0.0000,0.0000,0.0835,0,0,0.1019
2016,26,SW,Tarsalis,8,0,8,0,0,0,30,0,30,9,3.33,0.0000,0.0000,0.0928,0,0,0.309
2016,26,SW,All,12,1,13,0,0,0,41,16,57,18,4.55,0.0000,0.0000,0.0903,0,0,0.4109
2016,26,FC,Pipiens,26,11,37,0,0,0,128,254,382,49,2.61,0.0000,0.0000,0.0090,0,0,0.0235
2016,26,FC,Tarsalis,57,2,59,1,0,1,949,2,951,49,19.37,0.0011,0.0001,0.0052,0.0213,0.0019,0.1007
2016,26,FC,All,83,13,96,1,0,1,1077,256,1333,98,21.98,0.0010,0.0001,0.0057,0.0213,0.0019,0.1242
2016,26,LV,Pipiens,1,0,1,0,0,0,3,0,3,6,0.5,0.0000,0.0000,0.4089,0,0,0.2044
2016,26,LV,Tarsalis,10,0,10,1,0,1,369,0,369,6,61.5,0.0027,0.0002,0.0137,0.166,0.0123,0.8426
2016,26,LV,All,11,0,11,1,0,1,372,0,372,12,62,0.0027,0.0002,0.0169,0.166,0.0123,1.047
2016,27,NW,Pipiens,8,4,12,0,0,0,65,182,247,9,7.22,0.0000,0.0000,0.0122,0,0,0.0881
2016,27,NW,Tarsalis,8,0,8,0,0,0,47,0,47,9,5.22,0.0000,0.0000,0.0619,0,0,0.3231
2016,27,NW,All,16,4,20,0,0,0,112,182,294,18,12.44,0.0000,0.0000,0.0331,0,0,0.4112
2016,27,NE,Pipiens,7,5,12,0,0,0,100,91,191,10,10,0.0000,0.0000,0.0154,0,0,0.154
2016,27,NE,Tarsalis,10,0,10,0,0,0,163,0,163,10,16.3,0.0000,0.0000,0.0179,0,0,0.2918
2016,27,NE,All,17,5,22,0,0,0,263,91,354,20,26.3,0.0000,0.0000,0.0170,0,0,0.4458
2016,27,SE,Pipiens,10,3,13,1,0,1,86,116,202,15,5.73,0.0049,0.0003,0.0244,0.0281,0.0017,0.1398
2016,27,SE,Tarsalis,18,0,18,1,0,1,569,0,569,15,37.93,0.0017,0.0001,0.0082,0.0645,0.0038,0.311
2016,27,SE,All,28,3,31,2,0,2,655,116,771,30,43.66,0.0021,0.0001,0.0103,0.0926,0.0055,0.4508
2016,27,SW,Pipiens,2,0,2,0,0,0,12,0,12,9,1.33,0.0000,0.0000,0.1445,0,0,0.1922
2016,27,SW,Tarsalis,2,0,2,0,0,0,4,0,4,9,0.44,0.0000,0.0000,0.3918,0,0,0.1724
2016,27,SW,All,4,0,4,0,0,0,16,0,16,18,1.77,0.0000,0.0000,0.2060,0,0,0.3646
2016,27,FC,Pipiens,32,12,44,1,0,1,280,389,669,49,5.71,0.0015,0.0001,0.0073,0.0086,6.00E-04,0.0417
2016,27,FC,Tarsalis,45,0,45,2,0,2,960,0,960,49,19.59,0.0021,0.0004,0.0068,0.0411,0.0078,0.1332
2016,27,FC,All,77,12,89,3,0,3,1240,389,1629,98,25.3,0.0020,0.0003,0.0069,0.0497,0.0084,0.1749
2016,27,LV,Pipiens,5,0,5,0,0,0,17,0,17,6,2.83,0.0000,0.0000,0.1458,0,0,0.4126
2016,27,LV,Tarsalis,7,0,7,1,0,1,177,0,177,6,29.5,0.0058,0.0003,0.0297,0.1711,0.0088,0.8762
2016,27,LV,All,12,0,12,1,0,1,194,0,194,12,32.33,0.0053,0.0003,0.0399,0.1711,0.0088,1.2888
2016,28,NW,Pipiens,8,3,11,0,0,0,132,119,251,9,14.67,0.0000,0.0000,0.0120,0,0,0.176
2016,28,NW,Tarsalis,14,0,14,0,0,0,340,0,340,9,37.78,0.0000,0.0000,0.0092,0,0,0.3476
2016,28,NW,All,22,3,25,0,0,0,472,119,591,18,52.45,0.0000,0.0000,0.0100,0,0,0.5236
2016,28,NE,Pipiens,8,4,12,0,1,1,88,125,213,10,8.8,0.0049,0.0003,0.0249,0.0431,0.0026,0.2191
2016,28,NE,Tarsalis,18,3,21,0,0,0,579,7,586,10,57.9,0.0000,0.0000,0.0058,0,0,0.3358
2016,28,NE,All,26,7,33,0,1,1,667,132,799,20,66.7,0.0006,0.0000,0.0083,0.0431,0.0026,0.5549
2016,28,SE,Pipiens,12,4,16,0,0,0,48,105,153,15,3.2,0.0000,0.0000,0.0192,0,0,0.0614
2016,28,SE,Tarsalis,21,0,21,0,0,0,663,0,663,15,44.2,0.0000,0.0000,0.0052,0,0,0.2298
2016,28,SE,All,33,4,37,0,0,0,711,105,816,30,47.4,0.0000,0.0000,0.0061,0,0,0.2912
2016,28,SW,Pipiens,7,2,9,0,0,0,29,67,96,9,3.22,0.0000,0.0000,0.0262,0,0,0.0844
2016,28,SW,Tarsalis,8,1,9,0,0,0,77,1,78,9,8.56,0.0000,0.0000,0.0332,0,0,0.2842
2016,28,SW,All,15,3,18,0,0,0,106,68,174,18,11.78,0.0000,0.0000,0.0313,0,0,0.3686
2016,28,FC,Pipiens,37,13,50,0,1,1,307,416,723,49,6.27,0.0014,0.0001,0.0068,0.0088,6.00E-04,0.0426
2016,28,FC,Tarsalis,73,4,77,0,0,0,2124,8,2132,49,43.35,0.0000,0.0000,0.0017,0,0,0.0737
2016,28,FC,All,110,17,127,0,1,1,2431,424,2855,98,49.62,0.0002,0.0000,0.0023,0.0088,6.00E-04,0.1163
2016,28,LV,Pipiens,2,0,2,0,0,0,10,0,10,6,1.67,0.0000,0.0000,0.1749,0,0,0.2921
2016,28,LV,Tarsalis,12,0,12,0,0,0,465,0,465,6,77.5,0.0000,0.0000,0.0070,0,0,0.5425
2016,28,LV,All,14,0,14,0,0,0,475,0,475,12,79.17,0.0000,0.0000,0.0105,0,0,0.8346
2016,29,NW,Pipiens,7,2,9,0,0,0,106,46,152,9,11.78,0.0000,0.0000,0.0186,0,0,0.2191
2016,29,NW,Tarsalis,14,0,14,1,0,1,310,0,310,9,34.44,0.0033,0.0002,0.0165,0.1137,0.0069,0.5683
2016,29,NW,All,21,2,23,1,0,1,416,46,462,18,46.22,0.0025,0.0001,0.0170,0.1137,0.0069,0.7874
2016,29,NE,Pipiens,9,6,15,0,1,1,151,202,353,10,15.1,0.0029,0.0002,0.0146,0.0438,0.003,0.2205
2016,29,NE,Tarsalis,15,2,17,0,0,0,537,2,539,10,53.7,0.0000,0.0000,0.0063,0,0,0.3383
2016,29,NE,All,24,8,32,0,1,1,688,204,892,20,68.8,0.0006,0.0000,0.0081,0.0438,0.003,0.5588
2016,29,SE,Pipiens,11,5,16,0,1,1,43,170,213,15,2.87,0.0049,0.0003,0.0253,0.0141,9.00E-04,0.0726
2016,29,SE,Tarsalis,16,0,16,0,0,0,306,0,306,15,20.4,0.0000,0.0000,0.0105,0,0,0.2142
2016,29,SE,All,27,5,32,0,1,1,349,170,519,30,23.27,0.0006,0.0000,0.0123,0.0141,9.00E-04,0.2868
2016,29,SW,Pipiens,4,10,14,0,0,0,14,454,468,9,1.56,0.0000,0.0000,0.0069,0,0,0.0108
2016,29,SW,Tarsalis,9,0,9,0,0,0,128,0,128,9,14.22,0.0000,0.0000,0.0211,0,0,0.3
2016,29,SW,All,13,10,23,0,0,0,142,454,596,18,15.78,0.0000,0.0000,0.0197,0,0,0.3108
2016,29,FC,Pipiens,36,23,59,0,2,2,329,872,1201,49,6.71,0.0017,0.0003,0.0057,0.0114,0.002,0.0382
2016,29,FC,Tarsalis,65,2,67,2,0,2,1657,2,1659,49,33.82,0.0012,0.0002,0.0041,0.0406,0.0068,0.1387
2016,29,FC,All,101,25,126,2,2,4,1986,874,2860,98,40.53,0.0013,0.0002,0.0044,0.052,0.0088,0.1769
2016,29,LV,Pipiens,5,0,5,0,0,0,15,0,15,6,2.5,0.0000,0.0000,0.1590,0,0,0.3975
2016,29,LV,Tarsalis,11,0,11,1,0,1,376,0,376,6,62.67,0.0027,0.0002,0.0135,0.1692,0.0125,0.846
2016,29,LV,All,16,0,16,1,0,1,391,0,391,12,65.17,0.0026,0.0002,0.0191,0.1692,0.0125,1.2435
2016,30,NW,Pipiens,8,6,14,0,0,0,170,220,390,9,18.89,0.0000,0.0000,0.0083,0,0,0.1568
2016,30,NW,Tarsalis,11,0,11,0,0,0,248,0,248,9,27.56,0.0000,0.0000,0.0122,0,0,0.3362
2016,30,NW,All,19,6,25,0,0,0,418,220,638,18,46.45,0.0000,0.0000,0.0106,0,0,0.493
2016,30,NE,Pipiens,8,5,13,0,0,0,136,155,291,10,13.6,0.0000,0.0000,0.0106,0,0,0.1442
2016,30,NE,Tarsalis,13,0,13,1,0,1,430,0,430,10,43,0.0023,0.0001,0.0113,0.0989,0.0043,0.4859
2016,30,NE,All,21,5,26,1,0,1,566,155,721,20,56.6,0.0017,0.0001,0.0111,0.0989,0.0043,0.6301
2016,30,SE,Pipiens,12,6,18,1,3,4,73,211,284,15,4.87,0.0175,0.0058,0.0444,0.0852,0.0282,0.2162
2016,30,SE,Tarsalis,22,1,23,5,0,5,725,2,727,15,48.33,0.0079,0.0030,0.0180,0.3818,0.145,0.8699
2016,30,SE,All,34,7,41,6,3,9,798,213,1011,30,53.2,0.0088,0.0033,0.0204,0.467,0.1732,1.0861
2016,30,SW,Pipiens,6,2,8,0,0,0,24,62,86,9,2.67,0.0000,0.0000,0.0280,0,0,0.0748
2016,30,SW,Tarsalis,8,0,8,0,0,0,158,0,158,9,17.56,0.0000,0.0000,0.0173,0,0,0.3038
2016,30,SW,All,14,2,16,0,0,0,182,62,244,18,20.23,0.0000,0.0000,0.0187,0,0,0.3786
2016,30,FC,Pipiens,38,19,57,1,3,4,422,648,1070,49,8.61,0.0039,0.0013,0.0094,0.0336,0.0112,0.0809
2016,30,FC,Tarsalis,68,1,69,8,0,8,2130,2,2132,49,43.47,0.0041,0.0019,0.0077,0.1782,0.0826,0.3347
2016,30,FC,All,106,20,126,9,3,12,2552,650,3202,98,52.08,0.0041,0.0018,0.0080,0.2118,0.0938,0.4156
2016,30,LV,Pipiens,4,0,4,0,0,0,19,0,19,6,3.17,0.0000,0.0000,0.1300,0,0,0.4121
