csu_id,trap_id,year,week,zone,trap_date,county,method,spp,total,test_code,cq,copies_WNV,seq,lat,long,note
CDC070,BE-001,2024,28,BE,2024-07-10,LC,L,Pipiens,21,0,55.55,0,NA,40.3368193503161,-105.086588978433,
CDC067,BE-003,2024,28,BE,2024-07-10,LC,L,Pipiens,2,1,26.48,5169.19,NA,40.3439275587247,-105.116275062668,
CDC086,BE-001,2024,29,BE,2024-07-17,LC,L,Pipiens,3,0,55.55,0,NA,40.3368193503161,-105.086588978433,
CDC087,BE-001,2024,29,BE,2024-07-17,LC,L,Tarsalis,6,1,19.47,698402.31,NA,40.3368193503161,-105.086588978433,
CDC099,BE-001,2024,29,BE,2024-07-17,LC,L,Tarsalis,2,1,21.46,164433.48,NA,40.3368193503161,-105.086588978433,
CDC098,BE-001,2024,29,BE,2024-07-17,LC,L,Tarsalis,18,0,55.55,0,NA,40.3368193503161,-105.086588978433,
CDC093,BE-001,2024,29,BE,2024-07-17,LC,L,Tarsalis,24,0,55.55,0,NA,40.3368193503161,-105.086588978433,
CDC081,BE-002,2024,29,BE,2024-07-17,LC,L,Tarsalis,50,1,26.48,4298.6,NA,40.3082833440777,-105.096877737266,
CSU22299,LV-020,2024,29,LV,2024-07-17,LC,L,Tarsalis,42,0,55.55,0,NA,40.373964,-105.11349,
CSU22252,LV-089,2024,29,LV,2024-07-16,LC,L,Tarsalis,32,1,22.01,68420.59,NA,40.400251,-105.042395,
CSU22226,FC-006,2024,29,NE,2024-07-15,LC,L,Pipiens,7,0,55.55,0,NA,40.592328,-105.066295,
CSU22225,FC-006,2024,29,NE,2024-07-15,LC,L,Tarsalis,12,0,55.55,0,NA,40.592328,-105.066295,
CSU22238,FC-019,2024,29,NE,2024-07-15,LC,L,Tarsalis,29,1,19.47,414704.81,NA,40.565586,-105.05203,
CSU22223,FC-038,2024,29,NE,2024-07-15,LC,L,Tarsalis,42,1,27.89,1055.59,NA,40.59911,-105.00623,
CSU22268,FC-004,2024,29,SE,2024-07-16,LC,L,Pipiens,17,0,55.55,0,NA,40.53486,-105.03733,
CSU22263,FC-053,2024,29,SE,2024-07-16,LC,L,Tarsalis,50,1,21.86,76118.34,NA,40.49942,-105.01183,
BOU00228,BC-13,2024,30,BC,2024-07-22,BC,L,Tarsalis,49,0,55.55,0,NA,39.9928123458041,-105.220028825984,
BOU00229,BC-14,2024,30,BC,2024-07-22,BC,L,Tarsalis,49,1,27.51,1267.69,NA,39.9875,-105.2209,
CDC115,BE-001,2024,30,BE,2024-07-24,LC,L,Pipiens,5,0,55.55,0,NA,40.3368193503161,-105.086588978433,
CDC119,BE-002,2024,30,BE,2024-07-24,LC,L,Tarsalis,50,1,20.04,257776.06,NA,40.3082833440777,-105.096877737266,
CSU22378,FC-004,2024,30,SE,2024-07-23,LC,L,Pipiens,33,0,55.55,0,NA,40.53486,-105.03733,
CSU22377,FC-004,2024,30,SE,2024-07-23,LC,L,Tarsalis,44,0,55.55,0,NA,40.53486,-105.03733,
CSU22393,FC-047,2024,30,SE,2024-07-23,LC,L,Pipiens,13,1,23.99,23691.2,NA,40.51551,-105.05292,
CSU22372,FC-064,2024,30,SE,2024-07-23,LC,L,Tarsalis,11,1,19.88,478255.72,NA,40.49868,-105.0298,
CDC147,BE-001,2024,31,BE,2024-07-31,LC,L,Pipiens,1,0,55.55,0,NA,40.3368193503161,-105.086588978433,
CDC129,BE-001,2024,31,BE,2024-07-31,LC,L,Tarsalis,3,0,55.55,0,NA,40.3368193503161,-105.086588978433,
